,title
1601,[新聞] 「鹹酥雞減肥」降9％體脂 犬系男友瘦身
1602,[新聞] 痛批國民黨用天災做文章　民進黨：勿兩
1603,[問卦] 挖靠 原來教唆殺人刑期這麼低喔
1604,[問卦] 為什麼沒有曖在我悶之堅
1605,[問卦] 生生有平板根本智障政策 操！
1606,[問卦] 為什麼一堆國中妹交成年男友？
1607,Re: [問卦] 2050年台灣只剩下2038萬人
1608,[問卦] 鄉民其實跟母豬沒兩樣吧！
1609,Re: [爆卦] 各位正版的受害者，r18倒了
1610,[問卦] 有人到現在還沒確診的嗎？
1611,[新聞] 再爆參考文獻事後加工 高虹安：不是我可擅自修改上傳
1612,[問卦] 宗教跟政治基本上是不是差不多的東西
1613,[問卦] 有沒有大宇想好好做Steam遊戲的八卦？
1614,[新聞] 中捷藍線遭批爆增300多億 盧秀燕：林佳龍
1615,[問卦] 上班打翻飲料跟玩手遊被抓哪個嚴重？
1616,[問卦] 畢業旅行跟老師睡有多幹
1617,[問卦] 讀貴族學校開國產車會被議論嗎？
1618,[問卦] 戒菸門診真的有效嗎
1619,[新聞] 結婚6年都沒性生活！她偷裝監視器驚見崩
1620,[新聞] Baby出大事！陸劇「禁用整形藝人」爆遭封
1621,Re: [問卦] 4X貓的智力足以看得懂台大的論文嗎？
1622,Re: [爆卦] 各位正版的受害者，r18倒了
1623,[問卦] 今天還沒有地震耶?
1624,[問卦] Paper被引用4000次很屌嗎?
1625,[問卦] 絕命毒師的Skyler 算正嗎？
1626,[問卦] David Blaine玩全場觀眾怎麼辦到的八卦?
1627,[問卦] 火影忍者 哪個禁術最實用
1628,Re: [新聞] 嗆翻蔡英文、林智堅！高虹安論文記者會戰
1629,[問卦] 叔叔不請自來來我婚宴怎辦？
1630,Re: [問卦] 媽媽跟女朋友同時要買哀鳳14PRO
1631,[問卦] 女國中生蜜桃香vs手搖店員嫩手 dochi?
1632,[新聞] 高虹安博士論文爆抄襲 沈慧虹批騙錢又騙
1633,Re: [新聞] 解開火星古生命謎團或在10年後！NASA毅力
1634,Re: [問卦] Paper被引用4000次很屌嗎?
1635,[問卦] 現在高中生吃東西都這麼奢侈喔？
1636,[問卦] 絕命律師的Kim 算正嗎?
1637,Re: [問卦] Paper被引用4000次很屌嗎?
1638,[問卦] 還有人在用ㄅㄧㄤˋ與ㄘㄟˊ嗎？？
1639,[新聞] 金管會同意富邦金合併日盛金案
1640,[新聞] 呂秀蓮籲檢討兵役制度 全民國防男女皆兵
1641,[問卦] 台大第一學府的稱號可以收掉了吧？
1642,Re: [問卦] 有人到現在還沒確診的嗎？
1643,[問卦] 有沒有人覺得關鍵時刻變難看了
1644,[問卦] 現在是葛萊芬多在選舉嗎？一直加分？
1645,[問卦] 絕命毒師的Jean算正嗎？
1646,Re: [新聞] 高虹安博士論文爆抄襲 沈慧虹批騙錢又騙
1647,[問卦] 有人玩過Hover! 嗎?
1648,Re: [新聞] 再爆參考文獻事後加工 高虹安：不是我可擅自修改上傳
1649,[問卦] 住學校運動場周圍的優缺點
1650,[新聞] 柬埔寨掃蕩詐騙集團 7台灣人西港大街呼救
1651,[問卦] 素食的臭豆腐
1652,Re: [問卦] 有沒有人覺得關鍵時刻變難看了
1653,Re: [新聞] 嗆翻蔡英文、林智堅！高虹安論文記者會戰
1654,[新聞] 張善政不信被超車 鄭運鵬：事實就是如此
1655,[問卦] 學長說他想坐
1656,Re: [新聞] 台北發生震度6級地震「不堪設想」 黃珊
1657,[新聞] 花東救災暫告段落 蔡英文：中央地方共同
1658,[新聞] 獨／蔡英文明赴花蓮見慈濟證嚴法師！ 轟
1659,Re: [問卦] 現在高中生吃東西都這麼奢侈喔？
1660,Re: [問卦] Paper被引用4000次很屌嗎?
1661,[問卦] 台南棒訓中心 會是下一個棒球、羽球場嗎?
1662,[問卦] 周怡孜大記者還在嗎?
1663,[問卦] 絕命毒師的Wendy算正嗎?
1664,Re: [新聞] 廈門公安通告嚴管無人機飛行 騷擾金門或
1665,[問卦] 現在是維尼幾年
1666,Re: [問卦] 有沒有人覺得關鍵時刻變難看了
1667,[新聞] 爆博士論文抄自己期刊　高虹安：我非林智
1668,[問卦] 為何統神會被鄉民妖魔化啊？
1669,[問卦] 道德淪喪年應該是真的吧
1670,[新聞] 德國核電廠外洩 若需延長運轉需維修1週
1671,[問卦] 這腿算是極品嗎？
1672,[新聞] 陳時中評柯文哲「覺得自己最厲害」　蔣萬
1673,Re: [新聞] 讚高虹安面對抹黑誘敵深入殲滅 柯文哲︰果然是「一級戰
1674,[問卦] 有沒有吃到了過期春藥會怎樣的八卦？？？
1675,Re: [問卦] 嘉南藥理大學很難考嗎？
1676,[新聞] 搭訕高中制服正妹自拍偷親兩下...她嚇哭跑走！色男判刑+賠20
1677,[問卦] 股票賺錢的訣竅是不是不看？
1678,Re: [新聞] 高虹安博士論文爆抄襲 沈慧虹批騙錢又騙
1679,[新聞] 午後雨彈開炸！4縣市大雨特報 這地明轉涼
1680,[問卦] 90年代的台灣很強嗎？
1681,Re: [問卦] Paper被引用4000次很屌嗎?
1682,[問卦] 全世界一起隔離七天不就好了？
1683,[問卦] 為何看中文摘要要被收200元阿?
1684,Re: [新聞] 讚高虹安面對抹黑誘敵深入殲滅 柯文哲︰果然是「一級戰
1685,[問卦] 隔壁施工住12F還是聽的到嗎
1686,[問卦] 老師博士被取銷 學生的學位還會在嗎？
1687,Re: [問卦] 畢業旅行跟老師睡有多幹
1688,[問卦] 師大榜首是什麼?
1689,[新聞] 恐怖電梯奪命！女老師半身遭夾瞬間腰斬 
1690,[問卦] 此時代林襄與上時代的張香香？
1691,"[問卦] 還有人記得李珍妮這位""公關名媛""嗎"
1692,[問卦] 被沒保強制險的機車撞到有多衰？
1693,Re: [問卦] 全世界一起隔離七天不就好了？
1694,[新聞] 網傳大陸資深媒體人反對清零 呼籲中國恢
1695,Re: [問卦] 你會教育小孩有道德的勇氣嗎？
1696,[問卦] 幹有人確診後也變得比較不硬嗎？
1697,[問卦] 大谷翔平，還好而已？
1698,[問卦] 騙錢又騙票你第一個想到誰？
1699,[問卦] 台灣最強的籃球員是誰?
1700,[問卦] 桃園羽球場天花板的重力加速度
1701,[問卦] 絕命毒師的Todd算帥嗎？
1702,[新聞] 原轉會會議 蔡英文關心花東原鄉、提醒可
1703,[問卦] 地震後創傷症候群
1704,"[問卦] 工人素質逐年變差,還是個案而已???"
1705,[新聞] 八德運動中心羽球場天花板被震塌　承包商
1706,[問卦] Disney+ 最爛的點484不讓PC端看4K？？？
1707,[問卦] 日本愛情賓館可以當一般旅館住嗎
1708,Re: [問卦] 90年代的台灣很強嗎？
1709,[問卦] 絕命毒師被丟到屋頂的披薩算好吃嗎?
1710,[問卦] 某些賣健康餐盒的是不是來騙的
1711,Re: [問卦] Paper被引用4000次很屌嗎?
1712,[問卦] 以前是怎麼接受殺一隻怪不到0.01%exp＝＝
1713,[問卦] 天使新世界聖戰軍 Day107
1714,[問卦] 戰別人論文抄襲戰失敗要說什麼
1715,[問卦] 鄉民以前戰校是開玩笑，現在呢？
1716,Re: [問卦] 有人到現在還沒確診的嗎？
1717,[問卦] 有沒有幫付錢拿別人包裹的八卦？
1718,[新聞] 鄭文燦：桃園8年進步會讓選票轉移
1719,[新聞] 花東「類火車」接駁1小時1班　民眾怨不便
1720,Re: [問卦] 某些賣健康餐盒的是不是來騙的
1721,眼皮
1722,[問卦] 有明新科技大學的八卦嗎？
1723,[問卦] 主管大便很臭怎麼辦？
1724,[問卦] 機車會掛遶境平安的都什麼人
1725,[新聞] 謝國樑送Gogoro騙局被戳破 黃希賢：只是
1726,[問卦] 女同事很怕地震，肥宅該怎麼保護他?
1727,Re: [新聞] 花東「類火車」接駁1小時1班　民眾怨不便
1728,[問卦] 賽馬娘，還好而已？
1729,Re: [問卦] 少尉就5萬，考高考的是白痴嗎？
1730,[問卦] 中醫
1731,Re: [問卦] Paper被引用4000次很屌嗎?
1732,Re: [問卦] 少尉就5萬，考高考的是白痴嗎？
1733,Re: [新聞] 媽媽傻眼「國中兒畢旅吃不飽」曝4700行程
1734,Re: [問卦] 看完勾惡踢爆烏鴉，烏鴉在YT還有人信嗎?
1735,Re: [新聞] 爆博士論文抄自己期刊　高虹安：我非林智
1736,Re: [新聞] 讚高虹安面對抹黑誘敵深入殲滅 柯文哲︰果然是「一級戰
1737,Re: [問卦] 有明新科技大學的八卦嗎？
1738,[問卦] 覺得前面JK的手很讚怎麼辦
1739,[問卦] Uniqlo是不是服飾界der王者
1740,Re: [問卦] 當初捧XXXXGAY的人都到哪去了?
1741,[問卦] 請問最近有新的文體嗎？
1742,"[問卦] 健康的林書豪這麼強,為啥被裁這麼多次?"
1743,Re: [新聞] 花東鐵道全斷　交長下令搶修「9/25前
1744,[新聞] 許舒博：台灣過度依賴中國市場 政府要有具體作為
1745,[問卦] 風力發電即時概況
1746,[問卦] 高中科展做電磁砲？？
1747,Re: [新聞] 總統唸完稿「起身走人」！台東交觀處長痛
1748,Re: [爆卦] 郭正亮：兵役延長為1年明年立院就會提案
1749,[問卦] 孔雀魚要怎麼養才養得活
1750,[問卦] 花東可以用直升機 熱氣球接送吧...
1751,[問卦] 來台灣旅行要再三考慮？
1752,[問卦] 這次把台股從小兒買回來
1753,[新聞] 民進黨：高虹安若沒抄襲 何必事後抽換論
1754,[問卦] 八德運動中心 會幾轉?
1755,Re: [問卦] 普通人丟手榴彈丟25公尺根本不可能吧
1756,"[問卦] 機械系除了設備,機構,還有其他選項嗎?"
1757,[問卦] 沒學識的網軍也可以出來？
1758,[新聞] 桃園八德球場天花板塌陷 議員爆：不是第
1759,[問卦] 有沒有在PTT發文 被公司取消面試的卦？
1760,[問卦] 楊過怎麼敢說全真教的功夫還好而已
1761,Re: [新聞] 八德運動中心羽球場天花板被震塌　承包商
1762,[問卦] 大麻潤滑液吃了算吸毒嗎？
1763,[問卦] 認真 鍵盤該買哪牌？
1764,[爆卦] 烏克蘭東部兩共和國將舉辦入俄公投
1765,[問卦] 美金你錯過了，那日圓呢？
1766,[問卦] 地震來時正確防震步驟（圖+影片）
1767,[問卦] 是不是很多女生不會口交啊？？？
1768,[問卦] 追垃圾車出車禍的話肇責比例分別多少? 
1769,Re: [問卦] 覺得前面JK的手很讚怎麼辦
1770,Re: [問卦] 當初捧XXXXGAY的人都到哪去了?
1771,[問卦] 以後房子不租給老人還能租給誰？
1772,[問卦] 說到「傲慢」你會想到什麼？
1773,[問卦] 這隻貓是哪個卡通人物？
1774,[問卦] 朋友問說 人資姐姐很可愛 要怎麼搭訕？
1775,Re: [新聞] 民進黨：高虹安若沒抄襲 何必事後抽換論
1776,[問卦] 今晚也沒多涼啊，還好而已
1777,Re: [爆卦] 烏克蘭東部兩共和國將舉辦入俄公投
1778,[問卦] 你們買手機會分期嗎
1779,[問卦] 宇宙大覺者會說什麼？
1780,[問卦] 電玩遊戲的記憶可以留存多久?
1781,[問卦] 所以北一女台大辛辛那提嗆中華大學怎麼？
1782,[問卦] 什麼行業徵人不會徵到怪咖
1783,Re: [問卦] 有沒有人覺得關鍵時刻變難看了
1784,[問卦] 當年 尼泊爾登山情侶
1785,[新聞] 貴州翻車慘案 108個帳號被封禁 官媒反推
1786,Re: [新聞] 民進黨：高虹安若沒抄襲 何必事後抽換論
1787,[問卦] 過期的餅乾月餅是還能不能吃啦
1788,[新聞]周玉蔻喊話蔣萬安驗DNA「你若是蔣家孫子
1789,[問卦] 斐陶斐是什麼呀？
1790,[問卦] 日本天皇和首相誰的權力比較大?
1791,[問卦] 山藥的廚藝有沒有到大廚的等級
1792,[問卦] github 專案被 star 6000次是什麼感覺
1793,[問卦] 香鋪是夕陽產業嗎?
1794,[問卦] PTT曾經推出這款商品? 網: 飲料店折五元
1795,[問卦] 用英文寫碩論很傲慢嗎？
1796,[問卦] 共融式公園是如何變主流？
1797,[新聞] 高虹安博論抄襲風波 資策會：學術引用不
1798,[問卦] 重新上映一定會進場的電影
1799,[問卦] 實力至上教室大奶佐倉被退學 毒奶沒事?
1800,[問卦] 水卜櫻片子全部看完了，還好而已?
1801,[問卦] 為啥沒聽過有人禁吃雞肉的傳統或過敏源？
1802,[問卦] 選A 選B? o'_'o
1803,Re: [問卦] Paper被引用4000次很屌嗎?
1804,[問卦] 講話都沒重點會議記錄要怎麼做啊？
1805,[問卦] 很多黑道大哥是不是外表跟一般人沒兩樣
1806,Re: [問卦] 有沒有人覺得關鍵時刻變難看了
1807,[新聞] 到花蓮災區前線關心　張淑芬：助重建家?1
1808,[問卦] 鼻頭有肉是財富的象徵嗎
1809,[新聞] 拜登指美國「疫情結束」 莊人祥：緊急狀
1810,[問卦]  莉可麗絲，還好而已？
1811,Re: [問卦] 為啥沒聽過有人禁吃雞肉的傳統或過敏源？
1812,[新聞] 李國輝縱火害死9人 恐逃亡、再縱火延押2
1813,[問卦] 工地為什麼容易火災？
1814,[問卦] 擦手紙最頂品牌是誰?
1815,[問卦] 阿娘喂，每天都喝兩瓶飲料
1816,[新聞] Jennie全裸泡澡私照外流！　駭客囂張嗆：
1817,[新聞] 足球》姆巴佩再與法國足協發發衝突　拒
1818,[問卦] 台大碩士，還好而已
1819,Re: [新聞] 剽竊後攀高枝？週刊爆高虹安涉抄資策會
1820,[問卦] 明天早上09:21會有多少人發文?
1821,[問卦] 天堂的黑豹法有多強？
1822,[問卦] 加水站的水哪裡來？真的有比自來水乾淨嗎
1823,Re: [爆卦] 郭正亮：兵役延長為1年明年立院就會提案
1824,[新聞] 13國超級央行周 升息潮來襲
1825,Re: [問卦] 塔綠班的低端戰術真的強？
1826,[問卦] 美軍一個月攻入巴格達 ，還好而已？
1827,[問卦] 當初說600萬確診，台灣群體免疫？
1828,Re: [新聞] 民進黨：高虹安若沒抄襲 何必事後抽換論
1829,[問卦] 急！等等要跟上司唱歌！要唱什麼才能high
1830,[新聞] 蔣萬安頻攻疫苗採購過程 陳時中:講話像起
1831,Re: [問卦] 師大榜首是什麼?
1832,[新聞] 台中台灣大道旁工地起火！黑煙直竄天際 
1833,[新聞] 化解疫苗風暴？總統府證實 總統蔡英文明
1834,[問卦] 大地震前一晚通常會有什麼異象?
1835,Re: [新聞] 拜登最明確的一次回答：中國一旦入侵　
1836,[新聞] 媽帶兩嬰吃麻辣鍋 被收飲料費氣炸！公審
1837,[問卦] 俄羅斯又不挺台灣獨立，為什麼台灣要挺俄
1838,[新聞] 國慶焰火在嘉義搶先看！ 合體故宮南院水
1839,[問卦] 喉嚨加舌頭痛好痛苦
1840,[問卦] 有沒有P+亞軍隊伍打輸SBL的八卦
1841,[問卦] 說我台大畢業 不是中華的 這樣很傲慢嗎？
1842,[新聞] 香港金管局：將為可能推出「數碼港元」展
1843,Re: [新聞]周玉蔻喊話蔣萬安驗DNA「你若是蔣家孫子
1844,[新聞] 有異音 iPhone 14 Pro相機抖動拍抖音會晃
1845,Re: [新聞] 地理老師暈倒！黃珊珊拋河岸再生「讓台北
1846,[問卦] 系上的榜首 自我感覺是~優越感? 好委屈?
1847,[問卦] 為什麼腹直肌是塊狀豎脊肌是一條
1848,[問卦] 正妹通常家庭背景都不好?
1849,[問卦] 如何抽換論文？
1850,[新聞] 提供手機誘惑..色男把5少年當性奴！不認
1851,[問卦] 李泳知跟安狗狗，誰正?
1852,[問卦] 918地震+南瑪都颱風 會是史上最慘災難嗎?
1853,[問卦] 穿越宇宙可以長生不老嗎？
1854,[新聞] 921國家防災日地震海嘯演練告警 收到簡訊
1855,[問卦] 以前花6、7千買彩色電子辭典的人的掛????
1856,[新聞] 忌憚中國清零政策 大金將棄用中製空調零
1857,[問卦] 英國貴族土葬不怕千年後盜墓賊翻屍嗎？
1858,[新聞]宜蘭五結鄉綠鬣蜥現蹤 籲民眾目擊立即通
1859,Re: [新聞] 高虹安博士論文爆抄襲 沈慧虹批騙錢又騙
1860,[問卦] 小朋友叫同學都全名 長大都只叫名字？
1861,[問卦] 請問有澎恰恰私生女「金湯力」的八卦嗎
1862,[問卦] github幾顆星算很強？
1863,[問卦] 明知翻車還硬要上車的都是什麼人？
1864,Re: [問卦] 台大碩士，還好而已
1865,Re: [新聞] 台大再談國文必修課存廢 校長候選人坦言「應檢討」
1866,[問卦] 跟年輕人妻同事玩真心話，會想問什麼
1867,[新聞] 台灣「左輪860無人機」擊殺俄軍風暴反裝
1868,[問卦] 一直被挑戰智力不煩嗎？
1869,[問卦] 水源千鶴 還好而已
1870,Re: [問卦] 普通人丟手榴彈丟25公尺根本不可能吧
1871,[問卦] 動態島被抄了？？？
1872,[問卦] 窮人通常外貌不佳？
1873,Re: [新聞] 民進黨：高虹安若沒抄襲 何必事後抽換論
1874,[問卦] 有沒有外國小孩收到貓狗會大哭的八卦？
1875,[問卦] 沒有金城武當男主角的日劇
1876,[問卦] 現代人懶惰，房子越買越小不想打掃？
1877,[新聞] 蔡瑞雪24歲就買特斯拉「給自己禮物」！
1878,Re: [問卦] 當初捧XXXXGAY的人都到哪去了?
1879,[問卦] p+會不會比t1先撐不下去
1880,[問卦] 林香aka兔子
1881,[問卦] 明天慈濟證嚴法師會對外發表什麼談話嗎?
1882,[問卦] 台灣能複製烏克蘭的成功嗎?
1883,[新聞] 快訊／職軍男陳屍基隆大武崙砲台停車場　
1884,[問卦] 印度強姦事件那麼多是不是因為咖哩？
1885,[新聞] 金門工安意外！工人2F高摔下「頭插2根
1886,[問卦] 極樂淨土那個金髮女來幹嘛的==?
1887,Re: [問卦] 為什麼側翼不找高水準的？
1888,Re: [新聞] 台大再談國文必修課存廢 校長候選人坦言「應檢討」
1889,Re: [問卦] 急！等等要跟上司唱歌！要唱什麼才能high
1890,[問卦] 博士論文集期刊成冊算自我抄襲嗎？
1891,[問卦] 資訊爆炸時代，要如何過濾？
1892,Re: [問卦] 有哪些值得收藏一整套的漫畫？
1893,[問卦] 養老虎要花多少錢呀
1894,[問卦] 怎麼能標到案的都是有問題的
1895,[問卦] 台幣484一直貶
1896,[問卦] 2008-2016 有會害人民受傷的公共建設嗎
1897,[問卦] 以前棄保潛逃很間單嗎?
1898,[問卦] PS5沒人搶預購抽籤了吧?
1899,[問卦] 會去中華大學粉專或學生會洗版的都是？
1900,[問卦] 同學的小孩交女友怎麼釋懷？
1901,[新聞] 爆博士論文涉抄！林耕仁競辦要求學倫調
1902,[問卦] 台灣有出租女友嗎？！
1903,[問卦] 到底入境台灣要隔離3+4天是什麼智障政策
1904,[問卦] 幹 我彎了
1905,[問卦] 比底特律更亂的城市到底多可怕的八卦???
1906,[問卦] 滿街都碩士你薪水有比高中職高嗎？
1907,[問卦] 為什麼罵警察算妨礙公務
1908,[問卦] 開放安樂死會動搖國本嗎
1909,Re: [問卦] 當初捧XXXXGAY的人都到哪去了?
1910,[問卦] 抓周抓到假屌代表什麼
1911,[問卦] 今年會有幾場智商測驗呀？
1912,Re: [問卦] 烏克蘭：我打過俄羅斯了，還好而已
1913,[新聞] 我「金頭腦」幫鴻海賺2兆！控郭台銘欠千
1914,[新聞] 快訊／台中暗夜工地大火！　台灣大道旁燒
1915,Re: [問卦] 普通人丟手榴彈丟25公尺根本不可能吧
1916,[問卦] 某些人是不是不知道國外碩論都會查重複率
1917,[問卦] AV女優比政治人物更有貢獻嗎？
1918,Re: [問卦] 為什麼側翼不找高水準的？
1919,[問卦]現在餐飲業有很缺人嗎?
1920,[問卦] 在學校被拿長槍的緊身衣怪人襲擊
1921,Re: [問卦] 台灣能複製烏克蘭的成功嗎?
1922,[新聞] A-Lin拍《可不可以放進去》女主角！驚曝
1923,[新聞] 嘉市府採購中製無人機 李俊俋轟黃敏惠把
1924,[問卦] 為什麼台灣沒有菲律賓料理？
1925,[問卦] 現在的百貨公司為何都要蓋廣場?
1926,[問卦] 這種請假原因可以當事假嗎?
1927,[新聞] 年薪不夠追房價 高雄40萬薪水族房貸年增5
1928,[新聞] 股市溜滑梯 中國黨媒信心喊話：別在乎指
1929,[問卦] 光華商場又老又窮 人都去三創
1930,Re: [問卦] XXXXGAY全盛時期有多猛？
1931,Re: [問卦] 加水站的水哪裡來？真的有比自來水乾淨嗎
1932,[問卦] 要怎麼讓一個人放下？
1933,Re: [新聞] 鄭文燦：桃園8年進步會讓選票轉移
1934,[問卦] 沒人發現莎蒂辛克比米莉芭比布朗正嗎？
1935,[新聞] 高虹安「1句話」網批學歷歧視 陳東豪爆
1936,[問卦] 有沒有人覺得鹿鼎記很扯？
1937,[問卦] A-Lin算是歌紅人卻不紅嗎
1938,[問卦] 丟垃圾桶吸管會插到海龜鼻孔那其他垃圾呢
1939,[問卦] 成龍還活著嗎?
1940,[問卦] 鹹酥雞+紅茶是不是最爽組合？ 
1941,[新聞] 大S真的回春了！結婚具俊曄6個月「突爆
1942,[問卦] 韓國花牌有人知道嗎
1943,[問卦] 台大生怎麼看師大上台大碩跟中華上台大碩
1944,[問卦] 沒訂單時 台積電的工廠機台要幹嘛
1945,Re: [問卦] XXXXGAY全盛時期有多猛？
1946,Re: [新聞] 高虹安拿大學回函背書 羅致政：是翻譯錯
1947,[問卦] 黃甘霖到底離婚了沒？
1948,Re: [問卦] 普通人丟手榴彈丟25公尺根本不可能吧
1949,[問卦] 歧視學歷有問題嗎？
1950,[問卦] 永安漁港炸海鮮是爆利嗎==？
1951,[問卦] 台灣是不是離不開疫苗跟口罩了?
1952,[新聞] 蔡總統21日赴花東視察 將會晤證嚴法師
1953,[問卦] 一堆狂甲性侵男童不怕產生殺人犯魔嗎?
1954,[問卦] 收到一封奇怪的email
1955,[問卦] 8BQ了，今天加碼買了0050腫麼辦?
1956,[問卦] 確診喉嚨痛到靠杯怎麼解
1957,Re: [新聞] 我「金頭腦」幫鴻海賺2兆！控郭台銘欠千
1958,[問卦] 該邊的濕疹一直抓會怎麼樣？
1959,[問卦] 丟手榴彈丟到手脫臼是真的嗎
1960,Re: [問卦] 滿街都碩士你薪水有比高中職高嗎？
1961,[問卦]為什麼可以明知道是失智列車還硬上？
1962,[問卦] 什麼人講不過就會戰態度？
1963,Re: [問卦] 滿街都碩士你薪水有比高中職高嗎？
1964,[問卦] 台灣很多政策是不是倒果為因？
1965,Re: [新聞] 高虹安「1句話」網批學歷歧視 陳東豪爆
1966,[問卦] 台灣未來是不是會變成柬埔寨?
1967,[問卦] 輕度脂肪肝還有救嗎？
1968,[問卦] 為什麼不調高賄選金額
1969,[問卦] 有可能讀文組畢業還沒交過女朋友的嗎
1970,Re: [問卦] XXXXGAY全盛時期有多猛？
1971,[問卦] 大便快忍不住越接近廁所越會爆發的八卦？
1972,[新聞] 單親爸逝世「留兒女獨活」成悲慘世界 縣
1973,Re: [問卦] 一堆狂甲性侵男童不怕產生殺人犯魔嗎?
1974,[問卦] 我妹昨天確診了 要幾天才會好
1975,[問卦] 大家預估年底哪些地區可以通過智力測驗
1976,[新聞] 中共製造病毒「以疫謀統」 曹興誠：陳時
1977,Re: [問卦] 為什麼台灣沒有菲律賓料理？
1978,[問卦] 出門去旅遊必須要做的事情？
1979,[問卦] 抓不住愛情的我 
1980,[問卦] 秋意濃
1981,[問卦] 魯迅在這個時代 會是什麼職業
1982,[問卦] 台灣人是不是很喜歡炒房？
1983,[問卦] ✈飛航✈模式收得到國家級警報嗎☺  
1984,[新聞] 瘋搶5件3折！NET驚見女客「衣服全堆地上
1985,[問卦] 新竹阿力雞排95，雞蛋豆腐70？
1986,[問卦] 要怎麼救我小姨子
1987,[問卦] 桃太郎是國片的天花板了嗎？
1988,[問卦] 為啥果粉可以這麼狂吹動態島啊?
1989,[問卦] 七八月電費2800 還好而已
1990,[新聞] 明921！近「100隻馬陸塞爆」台中也有
1991,[問卦] 為什麼金庸七個人的團體很爛
1992,Re: [新聞] 高虹安拿大學回函背書 羅致政：是翻譯錯
1993,[問卦] 白狗非狗
1994,[問卦] 最經典的總統名言是哪句?
1995,[問卦] 女同事聽說沒有男朋友是怎麼一回事？
1996,Re: [問卦] 2050年台灣只剩下2038萬人
1997,[問卦] 921前夕各位都在幹嘛?
1998,[新聞] 高雄近1週第3次！前金區1121戶停電 原因
1999,Re: [問卦] 怎麼能標到案的都是有問題的
2000,Re: [新聞] 高虹安拿大學回函背書 羅致政：是翻譯錯
2001,Re: [新聞] 高虹安拿大學回函背書 羅致政：是翻譯錯
2002,[問卦] 現在夜市牛排怎麼生存下去的啊？
2003,[問卦] 現在是不是沒人在用行動電源了
2004,[問卦] 急！女同學不相信我是鏈鋸人怎麼辦？
2005,[新聞]台中狼師案／市府問卷找出第4名受害者
2006,[問卦] 第一個求學時期同學病死是如何的感覺?
2007,[新聞] 替兒子辦周歲宴！劉伊心披絕美婚紗現身「
2008,[問卦] 明天要去藍語還是遊戲阜
2009,[問卦] 新娘很小氣的八卦？
2010,[問卦] 噓文對我來說 還好而已
2011,[問卦] 民調仍是一個社會科學嗎
2012,[問卦] 全公司都沒人才了怎麼辦？
2013,[問卦] 遇到特殊字會變新細明體?
2014,[問卦] 親吻地球表面
2015,Re: [問卦] 現在是不是沒人在用行動電源了
2016,[新聞] 瑞信財富報告：2026年台灣百萬富豪將大增
2017,Re: [問卦] 滿街都碩士你薪水有比高中職高嗎？
2018,[問卦] 人生有幾個秋？
2019,[問卦] 白沙屯媽祖說要告YT頻道結果？
2020,[新聞] 拜登承諾美將出兵保台 國台辦:倚美謀獨死
2021,Re: [爆卦] 各位正版的受害者，r18倒了
2022,[問卦] 烏惡大戰到那裏了？
2023,[新聞] TikTok拒絕承諾停止美國用戶數據流向中國
2024,[問卦] 明天921
2025,[問卦] 月薪三萬在南部是什麼等級？
2026,[問卦] 原味食物
2027,[新聞] 《天下》縣市長調查　柯文哲滿意度又墊
2028,[問卦] 撒旦這樣摸18號划算嗎??
2029,[問卦] 會在PTT肉搜別人ID的都是哪種人的八卦？
2030,[問卦] 棉花糖實驗還準確嗎
2031,Re: [新聞] 替兒子辦周歲宴！劉伊心披絕美婚紗現身「
2032,[問卦] 小時候去過頂樓有遊樂園的百貨公司嗎
2033,[問卦] 什麼東西是以前有 現在消失的?
2034,[問卦] 越南大戰哪代最好玩
2035,[問卦] 一台20萬的品牌套裝桌機都誰在買???
2036,Re: [問卦] 第一個求學時期同學病死是如何的感覺?
2037,[問卦] 只要你過得比我好
2038,Re: [問卦] 少尉就5萬，考高考的是白痴嗎？
2039,Re: [新聞] 高虹安拿大學回函背書 羅致政：是翻譯錯
2040,[新聞] 力挺國產疫苗！蘇貞昌明「接種第4劑」將
2041,[問卦] 魏導會怎麼拍無間道？
2042,Re: [新聞] 高虹安拿大學回函背書 羅致政：是翻譯錯
2043,[問卦] 月薪三萬在台北是什麼等級？
2044,Re: [新聞] 我「金頭腦」幫鴻海賺2兆！控郭台銘欠千
2045,Re: [問卦] 窮人通常外貌不佳？
2046,[問卦] 月薪三萬在新竹是什麼等級
2047,[問卦] 女生車上放球棒遇到行車糾紛管用嗎?
2048,[問卦] 有沒有秋蟬的八卦？
2049,Re: [新聞] 【獨家】《鏡週刊》虧空16.8億瀕破產　裴
2050,[問卦] 習慣什麼時候大便？
2051,[問卦] 都快忘了怎樣戀一個愛
2052,[問卦] 有無烤什麼
2053,[問卦] Ylvis札幌蛋演唱The fox（Ft.百人啦啦隊
2054,[問卦] 肥宅有氧運動一小時有沒有加分啊
2055,[問卦] 女生ig別再拍食物了好嗎?
2056,[問卦] 音樂、記憶、大腦的八卦？
2057,[問卦] 百萬YT超逗人生有人聽過嗎？
2058,[新聞] 快訊／汐止驚傳歹徒丟「汽油彈爆炸」　居
2059,[問卦] 921大地震發生的時侯你正在幹嘛？？？
2060,[新聞] 桃園羽球場天花板塌 鄭文燦:統包商要負責
2061,[問卦] 認真問！肥宅會知道自己很肥嗎
2062,[問卦] 貓貓露出雪白的肚肚怎麼辦？
2063,[問卦] 我的金老二幫台灣賺進100兆
