id,board,title
1195,Baseball,[情報] NPB 7/9球員異動
1196,Baseball,Re: [新聞] 聯盟還原程序 胡智為在啟動「小房間」前
1197,Baseball,Re: [新聞] 梁家榮踩到林子豪衝突導火線　聯盟：應非
1198,Baseball,[新聞] 葉總也關注獅猿衝突　梁家榮踩到林子豪不
1199,Baseball,[新聞] 中職》遭重罰11萬 、禁賽10場 蔡鎮宇說
1200,Baseball,Re: [討論] 小房間是不是比裁判更需要改革
1201,Baseball,[新聞] 翁緯喬連續好幾年測試都落選　蔡鎮宇鼓勵
1202,Baseball,[分享] 今日吳念庭
1203,Baseball,[新聞] 推倒學弟劉予承　蔡鎮宇：想要保護自己球
1204,Baseball,[新聞] 中職》「有事找我就好」 胡智為盼網友不
1205,Baseball,[分享] 象魔力將轉戰韓職 中信兄弟的危機可能將
1206,Baseball,Re: [討論] 岳東華為什麼不用被砸？
1207,Baseball,[新聞] 棒球場上也有擒抱 道奇投手氣到把人推倒
1208,Baseball,[新聞] MLB／棒球場上也有擒抱 道奇投手氣到把人
1209,Baseball,[新聞] 中職／梁家榮有沒有「故意」？葉君璋認
1210,Baseball,Re: [新聞] 葉總也關注獅猿衝突　梁家榮踩到林子豪不
1211,Baseball,[炸裂] 林政華 （二軍）
1212,Baseball,[討論] 如果蔡鎮宇到換隊都沒登錄一軍要怎麼禁賽
1213,Baseball,[討論] 跑壘手套球員應該也要變標配了吧
1214,Baseball,[討論] 蔡鎮宇的下一步......？
1215,Baseball,[情報] CPBL 7/9球員異動
1216,Baseball,[新聞] 蔡鎮宇暴衝過來不閃躲 獅菜鳥解釋原因
1217,Baseball,[新聞] 激情過後 曾總不願再看到報復性投球  
1218,Baseball,Re: [新聞] 中職／獅猿暴走衝突後 撞人的蔡鎮宇遭禁賽10場、罰11萬
1219,Baseball,[討論] 狂威今天狂的機率多高
1220,Baseball,[分享] 今日 森下暢仁
1221,Baseball,[新聞] 劉予承被蔡鎮宇撞倒 高國慶救駕也被抓傷
1222,Baseball,[討論] 出征到家人和其他人，是不是太過份
1223,Baseball,Re: [新聞] 葉總也關注獅猿衝突　梁家榮踩到林子豪不
1224,Baseball,[新聞] 陳鏞基劇烈頭痛下二軍　林岳平不再為昨判
1225,Baseball,[新聞] 李宗賢妨礙跑壘　丘總看畫面：拿莫手伸出
1226,Baseball,Re: [新聞] 中職／獅猿暴走衝突後 撞人的蔡鎮宇遭禁賽10場、罰11萬
1227,Baseball,[討論] 挺隊友方式
1228,Baseball,[新聞] 對球迷做出「致敬」陳禹勳聽不見動作　許
1229,Baseball,[新聞] 老婆、家人被傳訊騷擾　胡智為：有事針
1230,Baseball,[公告] Baseball 板 開始舉辦樂透!
1231,Baseball,[新聞] 改判OUT嚇一跳！ 林子豪：我被腳擠壓出去
1232,Baseball,[新聞] 唐納森連3場開轟！洋基12場狂拿9勝賞紅襪4連敗
1233,Baseball,[分享] 統一出新毛巾啦
1234,Baseball,[討論] 今晚的猿獅之戰 可能出現什麼劇情？
1235,Baseball,[分享] 梁家榮今天未先發
1236,Baseball,[新聞] 猿獅衝突後　統一獅火速推毛巾「智為我大
1237,Baseball,[情報] 昨日兩次大場面 運彩今不敢再看好統一
1238,Baseball,[討論] 如果衝出來的是其他人，也會重罰嗎
1239,Baseball,[新聞] 談猿獅衝突 黃泰龍:多一個小動作或許不會
1240,Baseball,[討論] 各位第二三四五支持的球隊
1241,Baseball,Re: [新聞] 推倒學弟劉予承　蔡鎮宇：想要保護自己球
1242,Baseball,[討論] 這是中職最快的故意觸身球嗎？
1243,Baseball,[討論] 桃猿人員發言是不是挺矛盾的?
1244,Baseball,[分享] 今日平良海馬
1245,Baseball,[問題] 今天大家的重點是不是都在關注狂威怎麼狂
1246,Baseball,Re: [新聞] 推倒學弟劉予承　蔡鎮宇：想要保護自己球
1247,Baseball,[問題] 踩到人家手   被丟有啥好生氣的?
1248,Baseball,[新聞] 陳鏞基頭部疼痛降二軍　餅總不申訴昨日
1249,Baseball,[討論] 拿莫伊漾接下來會模仿誰
1250,Baseball,[討論] 很強但球品差的大咖會想到誰
1251,Baseball,Re: [新聞] 蔡鎮宇從美國大學畢業返台選秀　好友林家
1252,Baseball,[新聞] 郭郁政新練的伸卡武器　「智為大哥」教的
1253,Baseball,[分享] 又吉克樹右腳骨折 預計將會缺席三個月
1254,Baseball,[問題] 邦邦為什麼會被龍龍壓著打啊？
1255,Baseball,[討論] 不能穿多點護具去騙觸身球嗎？
1256,Baseball,[分享] 今日 大野雄大
1257,Baseball,[情報] 今日牧田和久（中職二軍初登板）
1258,Baseball,[情報] CPBL明日先發
1259,Baseball,[討論]昨天事件是不是吸引一堆人進場
1260,Baseball,[分享] 牧田和久：要把經驗貢獻給兄弟
1261,Baseball,[分享] 梁家榮：今天我如果先發，上壘率可能100%
1262,Baseball,[新聞] 悍將不只狂輸味全龍　丘總扛責點出問題
1263,Baseball,Re: [新聞] 推倒學弟劉予承　蔡鎮宇：想要保護自己球
1264,Baseball,[新聞] 睽違3年再上演「葛雷」對決　上次局數一樣、這次失分一樣
1265,Baseball,[新聞] SPC-MLB》40歲紅雀王牌苦吞悲情完投敗 竟出現驚人神巧合
1266,Baseball,[新聞] 中職》板凳清空要注意！ 羅昂特別提醒菜
1267,Baseball,[問題] 統一如果搬家到亞太 老台南會做什麼用？
1268,Baseball,[問題] 樂天今年三四五棒是誰站誰倒楣嗎？
1269,Baseball,[新聞] 梁家榮踩到林子豪手指　卡麥隆：有意圖用
1270,Baseball,[新聞] 牧田和久竟然以為峮峮是一種鳥：好想看
1271,Baseball,Re: [新聞] 葉總也關注獅猿衝突　梁家榮踩到林子豪不
1272,Baseball,Re: [新聞] 中職》板凳清空要注意！ 羅昂特別提醒菜
1273,Baseball,[問題] 簽名球請益
1274,Baseball,[新聞] 板凳清空帶動票房！台南球場創本季最多觀
1275,Baseball,[討論] 歷史上真的有為了衝突準備的登錄選手嗎
1276,Baseball,[分享] 歐牛羅德板凳清空
1277,Baseball,[新聞] 差點又見「大場面」 高國慶棒子脫手狂威
1278,Baseball,[分享] 今日山本由伸
1279,Baseball,[討論] 施捨的部份喵喵要說故意的嗎？
1280,Baseball,[分享] 今日鋼龍
1281,Baseball,Re: [新聞] 板凳清空帶動票房！台南球場創本季最多觀
1282,Baseball,[討論] 台灣人明明喜歡坐內野 為何蓋時一堆外野
1283,Baseball,[分享] 今日CPBL兩地人數
1284,Baseball,[討論] 中職史上最強的挑釁行為是哪一次？
1285,Baseball,[問題] 陳晨威打到捕手手套 主審沒看到？
1286,Baseball,Re: [討論] 台灣人明明喜歡坐內野 為何蓋時一堆外野
1287,Baseball,[分享] 今日王玉譜
1288,Baseball,[討論獅猿戰這場主審算是近年判最差的一場嗎
1289,Baseball,[分享] CPBL戰績
1290,Baseball,[討論] 這是中職史上最好笑的判決嗎
1291,Baseball,[分享] 今日NPB觀眾人數
1292,Baseball,[公告] 2022 CPBL 模擬選秀
1293,Baseball,[新聞] MLB》「左手動了一下…」　張育成加盟光芒首戰親睹球隊輸球
1294,Baseball,[新聞] 表揚終身成就　Pujols、Cabrera入選明星賽
1295,Baseball,[新聞] 洋基外野火力不足？　前紅人GM建議搶Reynolds
1296,Baseball,[公告] Baseball 樂透開獎 
1297,Baseball,[討論] 樂天牛棚是怎麼變身的
1298,Baseball,[新聞] 味全龍首次對悍將新洋投　葉總讚：這個
1299,Baseball,[問題] 是說為什麼中職的好球帶這麼大？
1300,Baseball,[新聞] 鋼龍狀況不好仍壓制悍將　葉總：他快暈
1301,Baseball,[討論] 誰才是這次吱喵大戰的贏家？
1302,Baseball,[討論] 富邦對味全龍13場只贏1場 到底是怎麼回事
1303,Baseball,[討論] 郭嚴文是怎麼回春的?
1304,Baseball,Re: [問題] 是說為什麼中職的好球帶這麼大？
1305,Baseball,[公告] Baseball 板 開始舉辦樂透!
1306,Baseball,[討論] 明天洲際外野左右分別給喵吱如何？
1307,Baseball,[分享] 中職33年失誤塔 ~07/09
1308,Baseball,[新聞] 中職／高溫是弱點 鋼龍拚出優質先發卻差
1309,Baseball,[新聞] 「感謝自己把握住」　郭嚴文：我真的好
1310,Baseball,[討論] 老將在板凳清空時484都是氣氛緩和大師?
1311,Baseball,[情報] 今日蘇珩準(本季第十勝)
1312,Baseball,[情報] 韓職7/10先發
1313,Baseball,[分享] 今日陳重廷
1314,Baseball,Re: [討論] 富邦對味全龍13場只贏1場 到底是怎麼回事
1315,Baseball,[新聞] 樂天回家拚封王　曾總喊話：明天贏下來 
1316,Baseball,[新聞] 潘武雄10月1日引退趕進度練打　餅總：他
1317,Baseball,[新聞] 「以前剛進來不懂」陳禹勳百中繼M1感性告
1318,Baseball,[討論] 假設明天猿封王誰最該受封MVP?
1319,Baseball,[新聞] 葉總看富邦新洋投富藍戈　稱讚控球直呼「
1320,Baseball,[新聞] 大谷9上轟保險分沒用 被金鶯逆轉Trout：
1321,Baseball,Re: [新聞] 「感謝自己把握住」　郭嚴文：我真的好
1322,Baseball,[新聞] 中職／郭郁政多練二縫線平衡缺點 本季進
1323,Baseball,[新聞] 2次衝突後第9局登板 陳冠宇再轉後援：不
1324,Baseball,[分享] 日本職棒壘上無人 wRC+
1325,Baseball,Re: [討論] 誰才是這次吱喵大戰的贏家？
1326,Baseball,[新聞] 重心不穩被穀保學長蔡鎮宇推倒 劉予承強
1327,Baseball,[問題] 中華職棒最搶劫的交易案是那件？
1328,Baseball,[情報] 今日狂威
1329,Baseball,[分享] 2022模擬選秀 第一場 樂天桃猿代表 心得
1330,Baseball,被60歲獅隊阿公怒推 樂天阿公古久保：我什麼也沒
1331,Baseball,[新聞] 選秀前傳與兄弟交易？統一獅領隊鄭重否認
1332,Baseball,[討論] 統一今天的調度是不是錯了?
1333,Baseball,[分享] 2022 統一模擬選秀
1334,Baseball,Fw: [實況] 超級王牌棒球隊 EP1
1335,Baseball,[分享] 排名
1336,Baseball,[分享] 2022模擬選秀 第一場 富邦悍將代表 心得
1337,Baseball,[討論] 小房間是否應該新增美籍裁判督導
1338,Baseball,[分享] MLB排名
1339,Baseball,[新聞] Monga火力展示退金剛「迷你大谷」張鄭承佑
1340,Baseball,[新聞] 樂天桃猿領隊之女 浦文玨帶領夢無限桃猿搶
1341,Baseball,[分享] deGrom 今天復健賽3局無失分、6次三振
1342,Baseball,[分享] 大家來幫大谷投ESPYS獎項啊
1343,Baseball,[新聞] 國立體大頒發榮譽教授聘書 表揚傳奇球星郭
1344,Baseball,[新聞] 林凱威有終結者能力 成棒投手鄭亦軒當黑馬
1345,Baseball,[新聞] 賽後和小龍女跳MVP舞 鋼龍：舞步好難
1346,Baseball,Re: [討論] 誰才是這次吱喵大戰的贏家？
1347,Baseball,[分享] 鄭亦軒 站投突破140
1348,Baseball,[新聞] SPC-MLB》本壘夾殺過程險被撞倒 道奇安
1349,Baseball,[情報] 桃園球場內野完售
1350,Baseball,[討論] 富邦會創下最爛紀錄嗎？
1351,Baseball,[分享] 2022模擬選秀 第一場 中信兄弟代表 心得
1352,Baseball,2022模擬選秀 第一場 味全龍代表 心得
1353,Baseball,[分享] 昨日台南棒球場
1354,Baseball,[數據] 韓職7/9結果
1355,Baseball,[LIVE] 天使 vs 金鶯 大谷DH三棒
1356,Baseball,[分享] 今日張弘棱
1357,Baseball,[閒聊] 張育成 第一局上場守備
1358,Baseball,[問題] 日本選手或韓國選手本國混不下去會到台灣
1359,Baseball,[炸裂] Corey Seager
1360,Baseball,[新聞] 桃猿今拚封王　「漂亮姊姊」王溢正出馬
1361,Baseball,[情報] 張育成安打
1362,Baseball,[情報] 今日張景淯 
1363,Baseball,[新聞] 封王只剩最後一哩路　曾總：希望明天就
1364,Baseball,[新聞] 游擊潛力張杰倫具長打力量　挑戰中職盼
1365,Baseball,[新聞] 旅日應屆高中生選秀　前U12國手林威漢有
1366,Baseball,[分享] 今日大谷翔平
1367,Baseball,"[討論]  三壘PLAY,應該是聯盟的鍋"
1368,Baseball,[問題] 下勾投手會用什麼方式故意丟觸身球?
1369,Baseball,[新聞] 中職／桃猿M1 最快今拋彩帶
1370,Baseball,[分享] 今日Semien+Seager 首次B2B
1371,Baseball,[Live] 洋基隊 VS 紅襪隊
1372,Baseball,Re: [分享] 水手 J-Rod 教你游泳
1373,Baseball,[Live] 巨人隊 VS 教士隊     達比修有先發
1374,Baseball,[炸裂] Aaron Hicks
1375,Baseball,[分享] 今日Yu Chang
1376,Baseball,[情報] Wander Franco進傷兵名單
1377,Baseball,[問題] 統一是否該找中繼洋將？
1378,Baseball,[炸裂] Wilmer Flores兩分砲
1379,Baseball,[情報] 台美混血大物Corbin Carroll升3A
1380,Baseball,[新聞] SPC 王柏融在台灣當四割男讓他很好奇 牧
1381,Baseball,[新聞] 曾技壓大谷 羅曼回憶日職對決
1382,Baseball,[新聞] MLB／張育成轉光芒首戰就敲安 本季第2度
1383,Baseball,[Live] 小熊隊 VS 道奇隊    Kershaw先發
1384,Baseball,[分享] 今日Carlos Rodon
1385,Baseball,[分享] 今日達比修有
1386,Baseball,[分享] 養樂多新增六名陽性判定
1387,Baseball,[情報] Alex Verdugo 再見安打
1388,Baseball,[討論] 以後還有人敢預測邦邦奪冠嗎？
1389,Baseball,[新聞] 天使遭金鶯完封 球迷怒：大谷沒登板就贏
1390,Baseball,[情報] 德國逆轉擊敗捷克，奪下U12冠軍
1391,Baseball,[新聞] MLB／國民兩大慘投「互咬」 柯賓苦吞11
1392,Baseball,Re: [新聞] 天使遭金鶯完封 球迷怒：大谷沒登板就贏
1393,Baseball,[分享] 台灣樂天推出芝芭里樂天宮網帽
1394,Baseball,[分享] 今日Johnny Cueto
1395,Baseball,[LIVE] NPB二軍 火腿 VS 樂天 王彥程先發
1396,Baseball,[新聞] 張育成轉戰光芒首次出賽 單場敲2支安打
1397,Baseball,[分享] 今日John Schreiber
1398,Baseball,[情報] 今日林子偉
1399,Baseball,[新聞] 少見！捕手劉家翔半路出家成投手 U18培訓
1400,Baseball,[情報] 今日 MLB 投打表現 (2022.07.09)
1401,Baseball,[分享] 今日Craig Kimbrel
1402,Baseball,[新聞] 中華女壘近20年首勝強敵加拿大　世運會首戰就傳捷報
1403,Baseball,[公告] Baseball 樂透開獎 
1404,Baseball,[分享] 今日Clayton Kershaw
1405,Baseball,[分享] 今日Jeter Downs
1406,Baseball,[分享] 明星賽週邊服飾 球星、啦啦隊女孩穿搭
1407,Baseball,Re: [新聞] 洋基外野火力不足？　前紅人GM建議搶Reynolds
1408,Baseball,[分享] 福來喜IG限時動態
1409,Baseball,[討論] 有沒有人跟我一樣只注意牧田的？
1410,Baseball,[新聞] 兄弟球團證實 象魔力已搭機離台
1411,Baseball,[公告] Baseball 板 開始舉辦樂透!
1412,Baseball,[新聞] 樂天今拚封王接手第一冠　內野完售！彩帶
1413,Baseball,[新聞] 確定了！中職洋將大限延至9月中　新人簽
1414,Baseball,Re: [新聞] 樂天今拚封王接手第一冠　內野完售！彩帶
1415,Baseball,[情報] NPB 7/10球員異動
1416,Baseball,[新聞] 中信兄弟洋投象魔力離台　洋砲捕手福來
1417,Baseball,[討論] 為什麼吱吱這麼容易招黑？
1418,Baseball,[問題] 象魔力是失去魔力才讓兄弟那麼快放手？
1419,Baseball,[分享] 梁家榮回歸先發
1420,Baseball,[分享] 樂天桃猿公布下半日主題日資訊
1421,Baseball,[分享] 今日王彥程 & 宋家豪
1422,Baseball,[分享] 火腿橫掃軟銀 軟銀鷹の祭典跨季七連敗
1423,Baseball,[新聞] 鋼龍好投封鎖 富邦悍將又吞一波7連敗
1424,Baseball,[新聞] 封王最後一步　曾豪駒要忍住眼淚：心情
1425,Baseball,[分享] 今日吳念庭
1426,Baseball,[情報] 小葉有廖力阻樂天 運彩看好拋下酒紅彩帶
1427,Baseball,[分享] 軟銀隊 三森大貴左手大拇指骨折
1428,Baseball,Re: [討論] 為什麼吱吱這麼容易招黑？
1429,Baseball,[新聞] 兄弟成全象魔力轉隊 領隊透露跟2洋投談
1430,Baseball,[情報] 今日安佑鎮、具昌模
1431,Baseball,[新聞] 「成晉習慣在林立後面」曾總不輕易拆散他
1432,Baseball,[新聞] 中職》牧田和久下週可望上一軍！ 助總給評價
1433,Baseball,[情報] CPBL 7/10球員異動
1434,Baseball,[新聞] 統一獅主砲歸隊　林安可下周四復出一軍
1435,Baseball,[新聞] 中職》季冠軍最後一哩路 曾總心情平穩帶
1436,Baseball,[分享] 孫協志、阿翔擔任今年明星賽戰技挑戰賽主持
1437,Baseball,[新聞] 中職》談和獅隊衝突之夜 嚴宏鈞面對「巨
1438,Baseball,[新聞] 百中繼百救援M1 陳禹勳：獲得教練信任很
1439,Baseball,[新聞] 樂天桃猿上半季封王M1 曾豪駒說好不哭
1440,Baseball,[炸裂] 山川穗高
1441,Baseball,[新聞] 成晉感謝學長掩護「給我安全感」　林立
1442,Baseball,[新聞] 中職》樂天桃猿投手群成績進步多 投手教
1443,Baseball,[新聞] 中職》蹲二軍3個月 福來喜：屏東太陽真
1444,Baseball,[新聞] 藍寅倫發文力挺蔡鎮宇　故意砸人很不OK
1445,Baseball,[新聞] 中職》狂威成績全面進化 激情與冷靜之間
1446,Baseball,Re: [新聞] 藍寅倫發文力挺蔡鎮宇　故意砸人很不OK
1447,Baseball,[新聞] 味全龍淘汰不練兵拚季後賽　葉君璋：這才
1448,Baseball,[討論] 為何味全打富邦像老爸打兒子？
1449,Baseball,[分享] CPBL例行賽上次桃園球場超過12000人
1450,Baseball,[新聞] 悍將3洋投都上仍贏不了味全　對戰苦吞8連敗
1451,Baseball,[新聞] 去年半季3勝今年上半季已8勝　狂威兩年
1452,Baseball,[新聞] 馬林魚10下再見暴傳 大都會驚險獲勝[影]
1453,Baseball,[新聞] 邦加納7局失2分繳本季代表作　響尾蛇輕取洛磯！
1454,Baseball,Re: [新聞] 藍寅倫發文力挺蔡鎮宇　故意砸人很不OK
1455,Baseball,[新聞] 被羅昂指胸口激烈言語交鋒 潘傑楷：他叫
1456,Baseball,[分享] 韓職 球迷宣傳貨車留言抗議爛球隊
1457,Baseball,[討論] 今年樂天打擊三本柱退的很可怕
1458,Baseball,[新聞] 猿年輕外野輩出　藍寅倫：用實力證明自己
1459,Baseball,Re: [新聞] 藍寅倫發文力挺蔡鎮宇　故意砸人很不OK
1460,Baseball,[分享] 今日岡本和真
1461,Baseball,[新聞] 中職／撐起桃猿攻勢 林立：不一定靠林立
1462,Baseball,[討論] 所以連續砸同一人，到底怎麼選擇誰正確?
1463,Baseball,Re: [新聞] 藍寅倫發文力挺蔡鎮宇　故意砸人很不OK
1464,Baseball,[新聞] 獅洋投、外籍教練很大隻　狂威衝突只想
1465,Baseball,[討論] 梁家榮
1466,Baseball,[炸裂] 中川圭太
1467,Baseball,Re: [新聞] 藍寅倫發文力挺蔡鎮宇　故意砸人很不OK
1468,Baseball,[炸裂] 陳傑憲
1469,Baseball,[炸裂] 茂木栄五郎 雙響
1470,Baseball,[問題] 為什麼不讓泰迪好好休息
1471,Baseball,[新聞] 引線點燃易爆炸　狂威坦言自己的情緒兩
1472,Baseball,[問題] 老衲是不是比老佛有料啊？
1473,Baseball,[新聞] 衝突後首度回主場 梁家榮受球迷熱烈鼓掌
1474,Baseball,[新聞] MLB》明星賽先發揭曉前拚了 柯蕭飆10K宰制小熊取勝
1475,Baseball,[新聞] SPC-MLB》技壓達比修有！巨人王牌倫登飆12K完投力克教士
1476,Baseball,[新聞] 防溺水著裝　水手J-Rod重回游泳出局犯罪現場
1477,Baseball,[討論] 依陽光角度派先發投手
1478,Baseball,[問題] 認真問，隨隊人員攻擊事件算落幕了嗎？
1479,Baseball,[新聞] 首度登上投手丘 最美名媛蔡依珊替桃猿開出
1480,Baseball,[分享] 今日NPB觀眾人數
1481,Baseball,Re: [問題] 老衲是不是比老佛有料啊？
1482,Baseball,[問題] 狂威看到隊友擺短棒在想什麼
1483,Baseball,[討論] 吳家維這判決大家給幾分
1484,Baseball,[討論] 職業球員公關課是不是很重要？
1485,Baseball,[分享] 梁家榮 手滑 失誤影片(三局上)
1486,Baseball,[問題] 胡大哥是不是毀了喵喵封王路過？
1487,Baseball,[討論] 請問這是兄弟的隨隊人員嗎？
1488,Baseball,[問題] 劉予承的控球
1489,Baseball,[問題] 今晚拋彩帶誰會第一個衝進場內?
1490,Baseball,[情報] 陳禹勳達成中職首位百救援百中繼
1491,Baseball,[分享] 今日江辰晏
1492,Baseball,[問題] 中信兄弟上半季淘汰指數正式歸0
1493,Baseball,[情報] 東北樂天賽後煙火秀
1494,Baseball,[分享] 今日泰迪
1495,Baseball,[討論] 江春緯又被撞了
1496,Baseball,[分享] 今日陳韻文
1497,Baseball,[分享] 今日陳傑憲
1498,Baseball,[分享] 今日楊竣翔
1499,Baseball,[討論] 超級喜歡是不是樂天的關鍵因素
1500,Baseball,[分享] 今日李丞齡
1501,Baseball,Re: [公告] 2022 CPBL模擬選秀 活動資訊&報名
1502,Baseball,[分享] 今日CPBL兩地人數
1503,Baseball,[分享] 油魯閣
1504,Baseball,[分享] CPBL戰績
1505,Baseball,[情報] 樂天桃猿 2022 上半季冠軍
1506,Baseball,[新聞] 餅總兌現承諾！3度打敗泰迪 兄弟無緣上半
1507,Baseball,[公告] Baseball 樂透開獎 
1508,Baseball,[分享] 林立衝撞裁判
1509,Baseball,[問題] 樂天上半季奪冠最大功臣是誰？
1510,Baseball,[分享] 今日王溢正&陳禹勳
1511,Baseball,[討論] 今年2022上半季中職是不是很好看
1512,Baseball,[討論] 樂天胖秀朱熄火依然封王的關鍵是什麼?
1513,Baseball,Re: [分享] CPBL戰績（7/10止得失分差）
1514,Baseball,[分享] 陳禹勳百中繼救援成功+成晉烏龍送球
1515,Baseball,[分享] 排名
1516,Baseball,Re: [問題] 樂天上半季奪冠最大功臣是誰？
1517,Baseball,[討論] 下半季大家看好誰??
1518,Baseball,[討論] 林智勝現在在想什麼？
1519,Baseball,[討論] 吱吱是怎麼踏上封王路？
1520,Baseball,[新聞] 樂天封王戰12529人進場 打破本季最高票房
1521,Baseball,[公告] Baseball 板 開始舉辦樂透!
1522,Baseball,[分享] 對戰成績
1523,Baseball,[分享] 中職33年失誤塔 ~07/10
1524,Baseball,[分享] 樂天桃猿隊 上半季封王優惠活動
1525,Baseball,[分享] LG 劉江南 直擊標竿“正上方”的全壘打
1526,Baseball,[新聞] 紅襪Jeter跑回再見分 終止洋基3連勝
1527,Baseball,[新聞] 樂天上半季封王！隊史第14座季冠軍
1528,Baseball,[新聞] 曾豪駒奪執教首冠還是哭了　貼心的家榮
1529,Baseball,[問題] 樂天封王為什麼沒有噴香檳呢？
1530,Baseball,Re: [分享] 中職 七局結束還落後的最後戰績
1531,Baseball,[新聞] 樂天接手首冠　川田喜則：未來補強無極限
1532,Baseball,[新聞] 相隔789天一軍出賽無失分 王凱程流下激
1533,Baseball,[討論] 平心而論中信兄弟是不是上半季收穫最少？
1534,Baseball,[LIVE]  CPBL 模擬選秀 第二場
1535,Baseball,[分享] 陳雄威訪問PWC&龍貓 - 滿等帳號 +7變+-4
1536,Baseball,[新聞] 象魔力感性告別：很榮幸為兄弟打球
1537,Baseball,Re: [討論] 林智勝現在在想什麼？
1538,Baseball,[討論] 大家可以容忍球隊多久沒拿到季冠軍？
1539,Baseball,[分享] 王柏融IG限動 恭喜樂天桃猿
1540,Baseball,[分享] MLB排名
1541,Baseball,[討論] 林立到底是怎麼養起來的?
1542,Baseball,[新聞] 「我在等球啊！」看著成晉把球丟看台
1543,Baseball,Re: [討論] 大家可以容忍球隊多久沒拿到季冠軍
1544,Baseball,[討論] 雄威訪問是不是不錯？
1545,Baseball,[討論] 兄弟迷是不是最傻眼的?
1546,Baseball,[新聞] 姊姊身體微恙仍繳好投　王溢正：投到想吐
1547,Baseball,[問題] 現在MLB哪隊終結者上場有專屬音樂？
1548,Baseball,[LIVE](MLB) [email protected] G4 世界の大谷三棒再撞金鳥
1549,Baseball,[討論] 猿迷開心到一直問離隊的人在想什麼？
1550,Baseball,[分享] 本土先發防禦率排行（～7/10）
1551,Baseball,[問題] 新竹球場只有一間女廁？
1552,Baseball,[討論] 樂天是不是證明苦練拿冠軍
1553,Baseball,[分享] 中職33年歷史上最長無季冠軍排行
1554,Baseball,[分享] 台日韓最高薪洋將迄今成績
1555,Baseball,[LIVE](MLB) [email protected] G3張育成光芒首度先發見紅人
1556,Baseball,[問題] 林岳平有過大扣分的調度(或決策)嗎?
1557,Baseball,[分享] 賴鴻誠ig貼文更新
1558,Baseball,[分享] 記住這個感覺，智勝東融的賽後勉勵
1559,Baseball,[新聞] SPC-中職》阿北做到了！連兩場出現關鍵
1560,Baseball,Re: [問題] 樂天上半季奪冠最大功臣是誰？
1561,Baseball,[討論] 覺得對味全龍有點失望
1562,Baseball,[分享] 韓職 高飛球miss
1563,Baseball,[分享] 中華職棒33年雙殺塔~7/10
1564,Baseball,[新聞] SPC-MLB》36歲仍然威！ 奎托成本季首位8
1565,Baseball,[新聞] 中職季冠軍台式慶功初體驗　曾仁和：美
1566,Baseball,[新聞] XBX-
1567,Baseball,[分享] 浦韋青：蔡鎮宇的罰款公司會出啦
1568,Baseball,[新聞] 小朋友大喊:不要再失誤好嗎 曾傳昇鞠躬:
1569,Baseball,[LIVE] (MLB) PHI ＠ STL 大聯盟每日免費收看
1570,Baseball,[分享] 2022中職江辰晏指數 (ＣＰ值) ~07/10
1571,Baseball,[新聞] WZH-生涯首冠  龍貓總仔：要謝謝洪總
1572,Baseball,[情報] CPBL 7/11球員異動
1573,Baseball,[分享] 2022模擬選秀 第二場 味全龍代表 心得
1574,Baseball,[新聞] 棄打從投接受「阿鈣」調教　許元泰動作
1575,Baseball,[分享] 2022模擬選秀 第二場 台鋼代表 心得
1576,Baseball,[討論] 對於中職洋將為韓職農場，你會不爽嗎？
1577,Baseball,[新聞] 發揮老將價值！「姐姐」王溢正投到快吐
1578,Baseball,Re: [討論] 覺得對味全龍有點失望
1579,Baseball,Re: [討論] 對於中職洋將為韓職農場，你會不爽嗎？
1580,Baseball,[分享] 昨日洲際棒球場
1581,Baseball,[數據] 韓職7/10結果
1582,Baseball,[分享] 2022模擬選秀 第一場 台鋼代表 心得
1583,Baseball,[問題] 勝利投手也是敗戰投手
1584,Baseball,[情報] 前樂天桃猿歐飛登宣布退休
1585,Baseball,Re: [問題] 勝利投手也是敗戰投手
1586,Baseball,Re: [討論] 覺得對味全龍有點失望
1587,Baseball,Re: [討論] 覺得對味全龍有點失望
1588,Baseball,[分享] 今日Sandy Alcantara
1589,Baseball,[炸裂] Thairo Estrada兩分砲
1590,Baseball,[分享] 2022模擬選秀 第二場 樂天桃猿代表 心得
1591,Baseball,[炸裂] Wilmer Flores兩分砲
1592,Baseball,[新聞] 小龍們失落看猿拋彩帶　林智勝、吳東融
1593,Baseball,[分享] 今日張育成
1594,Baseball,[問題] 大家可接受比賽爭議後投手故意砸人了嗎？
1595,Baseball,[討論] 大聯盟手套破洞
1596,Baseball,[分享] 大谷翔平入選明星賽先發投手陣容
1597,Baseball,[分享] 今日 大谷翔平
1598,Baseball,[分享] 2022年大聯盟明星賽完整名單
1599,Baseball,[炸裂] Freddie Freeman
1600,Baseball,[新聞] 文化大學選秀潛力停看聽　廖敏雄提醒要
1601,Baseball,[情報] Robinson Cano去勇士隊
1602,Baseball,[新聞] 全隊都想幫曾總拿座冠軍　林立：達成小小
1603,Baseball,[Live] 洋基隊 VS 紅襪隊
1604,Baseball,[炸裂] Giancarlo Stanton
1605,Baseball,[情報] Reggie Jackson表示Altuve是他最愛的球員
1606,Baseball,[炸裂] Matt Carpenter
1607,Baseball,[樂透] 猜 第一輪所有選手
1608,Baseball,[討論] 藍色彩帶以後是不是看不到了
1609,Baseball,Re: [討論] 對於中職洋將為韓職農場，你會不爽嗎？
